date,household_id,household_size,water_liters
2023-11-09,H001,5,239.87
2023-11-10,H001,5,215.8
2023-11-11,H001,5,259.89
2023-11-12,H001,5,270.77
2023-11-13,H001,5,243.81
2023-11-14,H001,5,221.48
2023-11-15,H001,5,224.65
2023-11-16,H001,5,244.67
2023-11-17,H001,5,242.96
2023-11-18,H001,5,232.06
2023-11-19,H001,5,229.85
2023-11-20,H001,5,235.03
2023-11-21,H001,5,229.07
2023-11-22,H001,5,232.76
2023-11-23,H001,5,231.61
2023-11-24,H001,5,248.56
2023-11-25,H001,5,261.9
2023-11-26,H001,5,264.11
2023-11-27,H001,5,221.28
2023-11-28,H001,5,197.24
2023-11-29,H001,5,251.31
2023-11-30,H001,5,263.77
2023-12-01,H001,5,234.16
2023-12-02,H001,5,265.34
2023-12-03,H001,5,266.49
2023-12-04,H001,5,259.06
2023-12-05,H001,5,249.86
2023-12-06,H001,5,245.38
2023-12-07,H001,5,240.33
2023-12-08,H001,5,240.62
2023-12-09,H001,5,246.88
2023-12-10,H001,5,259.81
2023-12-11,H001,5,251.26
2023-12-12,H001,5,238.06
2023-12-13,H001,5,241.64
2023-12-14,H001,5,227.25
2023-12-15,H001,5,246.95
2023-12-16,H001,5,248.5
2023-12-17,H001,5,269.8
2023-12-18,H001,5,240.11
2023-12-19,H001,5,221.69
2023-12-20,H001,5,255.7
2023-12-21,H001,5,241.15
2023-12-22,H001,5,265.71
2023-12-23,H001,5,285.73
2023-12-24,H001,5,257.72
2023-12-25,H001,5,234.64
2023-12-26,H001,5,230.34
2023-12-27,H001,5,225.62
2023-12-28,H001,5,239.85
2023-12-29,H001,5,262.5
2023-12-30,H001,5,247.0
2023-12-31,H001,5,280.49
2023-01-01,H002,1,93.07
2023-01-02,H002,1,69.94
2023-01-03,H002,1,59.57
2023-01-04,H002,1,66.63
2023-01-05,H002,1,76.44
2023-01-06,H002,1,46.4
2023-01-07,H002,1,98.82
2023-01-08,H002,1,62.55
2023-01-09,H002,1,84.93
2023-01-10,H002,1,75.92
2023-01-11,H002,1,81.54
2023-01-12,H002,1,72.64
2023-01-13,H002,1,81.1
2023-01-14,H002,1,80.88
2023-01-15,H002,1,80.08
2023-01-16,H002,1,68.28
2023-01-17,H002,1,97.54
2023-01-18,H002,1,83.82
2023-01-19,H002,1,82.11
2023-01-20,H002,1,69.27
2023-01-21,H002,1,85.13
2023-01-22,H002,1,76.3
2023-01-23,H002,1,74.41
2023-01-24,H002,1,65.97
2023-01-25,H002,1,99.73
2023-01-26,H002,1,71.75
2023-01-27,H002,1,70.5
2023-01-28,H002,1,73.38
2023-01-29,H002,1,80.22
2023-01-30,H002,1,75.57
2023-01-31,H002,1,81.08
2023-02-01,H002,1,74.09
2023-02-02,H002,1,62.79
2023-02-03,H002,1,63.98
2023-02-04,H002,1,98.7
2023-02-05,H002,1,89.25
2023-02-06,H002,1,90.41
2023-02-07,H002,1,92.14
2023-02-08,H002,1,84.74
2023-02-09,H002,1,68.3
2023-02-10,H002,1,85.5
2023-02-11,H002,1,108.5
2023-02-12,H002,1,86.49
2023-02-13,H002,1,87.74
2023-02-14,H002,1,83.62
2023-02-15,H002,1,100.39
2023-02-16,H002,1,75.92
2023-02-17,H002,1,98.03
2023-02-18,H002,1,88.24
2023-02-19,H002,1,84.55
2023-02-20,H002,1,85.88
2023-02-21,H002,1,88.79
2023-02-22,H002,1,107.74
2023-02-23,H002,1,88.75
2023-02-24,H002,1,87.35
2023-02-25,H002,1,112.81
2023-02-26,H002,1,100.98
2023-02-27,H002,1,77.62
2023-02-28,H002,1,101.73
2023-03-01,H002,1,76.68
2023-03-02,H002,1,77.86
2023-03-03,H002,1,75.56
2023-03-04,H002,1,83.18
2023-03-05,H002,1,98.51
2023-03-06,H002,1,82.91
2023-03-07,H002,1,44.35
2023-03-08,H002,1,82.95
2023-03-09,H002,1,80.03
2023-03-10,H002,1,97.03
2023-03-11,H002,1,88.26
2023-03-12,H002,1,125.57
2023-03-13,H002,1,103.28
2023-03-14,H002,1,81.9
2023-03-15,H002,1,100.43
2023-03-16,H002,1,92.99
2023-03-17,H002,1,89.54
2023-03-18,H002,1,105.1
2023-03-19,H002,1,96.16
2023-03-20,H002,1,89.76
2023-03-21,H002,1,96.79
2023-03-22,H002,1,111.58
2023-03-23,H002,1,89.99
2023-03-24,H002,1,81.56
2023-03-25,H002,1,71.38
2023-03-26,H002,1,119.3
2023-03-27,H002,1,83.91
2023-03-28,H002,1,93.51
2023-03-29,H002,1,109.97
2023-03-30,H002,1,89.84
2023-03-31,H002,1,84.78
2023-04-01,H002,1,112.87
2023-04-02,H002,1,101.36
2023-04-03,H002,1,94.15
2023-04-04,H002,1,68.83
2023-04-05,H002,1,101.57
2023-04-06,H002,1,91.59
2023-04-07,H002,1,70.6
2023-04-08,H002,1,101.57
2023-04-09,H002,1,70.97
2023-04-10,H002,1,115.1
2023-04-11,H002,1,73.74
2023-04-12,H002,1,106.27
2023-04-13,H002,1,77.14
2023-04-14,H002,1,93.57
2023-04-15,H002,1,84.54
2023-04-16,H002,1,107.4
2023-04-17,H002,1,83.89
2023-04-18,H002,1,92.27
2023-04-19,H002,1,86.79
2023-04-20,H002,1,70.16
2023-04-21,H002,1,92.53
2023-04-22,H002,1,89.02
2023-04-23,H002,1,107.53
2023-04-24,H002,1,83.45
2023-04-25,H002,1,85.28
2023-04-26,H002,1,106.32
2023-04-27,H002,1,114.63
2023-04-28,H002,1,95.4
2023-04-29,H002,1,91.02
2023-04-30,H002,1,89.87
2023-05-01,H002,1,88.73
2023-05-02,H002,1,90.94
2023-05-03,H002,1,95.05
2023-05-04,H002,1,121.78
2023-05-05,H002,1,95.73
2023-05-06,H002,1,93.06
2023-05-07,H002,1,108.13
2023-05-08,H002,1,99.86
2023-05-09,H002,1,98.02
2023-05-10,H002,1,107.05
2023-05-11,H002,1,98.14
2023-05-12,H002,1,106.4
2023-05-13,H002,1,97.37
2023-05-14,H002,1,127.94
2023-05-15,H002,1,99.77
2023-05-16,H002,1,101.39
2023-05-17,H002,1,87.02
2023-05-18,H002,1,101.94
2023-05-19,H002,1,103.93
2023-05-20,H002,1,91.51
2023-05-21,H002,1,85.46
2023-05-22,H002,1,99.15
2023-05-23,H002,1,89.59
2023-05-24,H002,1,98.4
2023-05-25,H002,1,79.62
2023-05-26,H002,1,76.21
2023-05-27,H002,1,106.71
2023-05-28,H002,1,99.83
2023-05-29,H002,1,69.06
2023-05-30,H002,1,110.32
2023-05-31,H002,1,78.33
2023-06-01,H002,1,124.71
2023-06-02,H002,1,86.15
2023-06-03,H002,1,107.61
2023-06-04,H002,1,122.34
2023-06-05,H002,1,110.81
2023-06-06,H002,1,116.69
2023-06-07,H002,1,74.38
2023-06-08,H002,1,78.83
2023-06-09,H002,1,94.97
2023-06-10,H002,1,111.33
2023-06-11,H002,1,100.89
2023-06-12,H002,1,71.98
2023-06-13,H002,1,97.39
2023-06-14,H002,1,88.89
2023-06-15,H002,1,88.54
2023-06-16,H002,1,63.46
2023-06-17,H002,1,109.22
2023-06-18,H002,1,101.15
2023-06-19,H002,1,111.7
2023-06-20,H002,1,89.05
2023-06-21,H002,1,96.53
2023-06-22,H002,1,99.5
2023-06-23,H002,1,68.34
2023-06-24,H002,1,129.39
2023-06-25,H002,1,92.58
2023-06-26,H002,1,94.58
2023-06-27,H002,1,96.11
2023-06-28,H002,1,78.43
2023-06-29,H002,1,110.15
2023-06-30,H002,1,90.96
2023-07-01,H002,1,93.74
2023-07-02,H002,1,97.72
2023-07-03,H002,1,96.28
2023-07-04,H002,1,87.02
2023-07-05,H002,1,97.25
2023-07-06,H002,1,66.23
2023-07-07,H002,1,77.26
2023-07-08,H002,1,68.95
2023-07-09,H002,1,118.34
2023-07-10,H002,1,109.39
2023-07-11,H002,1,92.88
2023-07-12,H002,1,73.0
2023-07-13,H002,1,113.61
2023-07-14,H002,1,77.46
2023-07-15,H002,1,90.4
2023-07-16,H002,1,94.63
2023-07-17,H002,1,89.5
2023-07-18,H002,1,91.59
2023-07-19,H002,1,91.86
2023-07-20,H002,1,81.71
2023-07-21,H002,1,91.26
2023-07-22,H002,1,89.07
2023-07-23,H002,1,98.06
2023-07-24,H002,1,88.59
2023-07-25,H002,1,91.58
2023-07-26,H002,1,89.88
2023-07-27,H002,1,76.71
2023-07-28,H002,1,87.33
2023-07-29,H002,1,97.63
2023-07-30,H002,1,74.08
2023-07-31,H002,1,77.95
2023-08-01,H002,1,88.35
2023-08-02,H002,1,101.37
2023-08-03,H002,1,90.57
2023-08-04,H002,1,101.76
2023-08-05,H002,1,83.56
2023-08-06,H002,1,91.14
2023-08-07,H002,1,89.62
2023-08-08,H002,1,51.85
2023-08-09,H002,1,97.73
2023-08-10,H002,1,57.09
2023-08-11,H002,1,91.22
2023-08-12,H002,1,95.24
2023-08-13,H002,1,58.74
2023-08-14,H002,1,51.29
2023-08-15,H002,1,95.79
2023-08-16,H002,1,93.02
2023-08-17,H002,1,67.72
2023-08-18,H002,1,67.56
2023-08-19,H002,1,91.94
2023-08-20,H002,1,85.48
2023-08-21,H002,1,90.35
2023-08-22,H002,1,83.32
2023-08-23,H002,1,96.42
2023-08-24,H002,1,88.93
2023-08-25,H002,1,85.81
2023-08-26,H002,1,80.51
2023-08-27,H002,1,79.49
2023-08-28,H002,1,76.16
2023-08-29,H002,1,98.76
2023-08-30,H002,1,71.67
2023-08-31,H002,1,79.56
2023-09-01,H002,1,49.39
2023-09-02,H002,1,91.95
2023-09-03,H002,1,110.82
2023-09-04,H002,1,64.82
2023-09-05,H002,1,114.02
2023-09-06,H002,1,78.02
2023-09-07,H002,1,44.87
2023-09-08,H002,1,71.03
2023-09-09,H002,1,99.1
2023-09-10,H002,1,107.04
2023-09-11,H002,1,84.04
2023-09-12,H002,1,94.16
2023-09-13,H002,1,61.15
2023-09-14,H002,1,67.06
2023-09-15,H002,1,55.0
2023-09-16,H002,1,75.35
2023-09-17,H002,1,91.7
2023-09-18,H002,1,77.55
2023-09-19,H002,1,85.37
2023-09-20,H002,1,63.67
2023-09-21,H002,1,64.37
2023-09-22,H002,1,77.29
2023-09-23,H002,1,75.05
2023-09-24,H002,1,97.88
2023-09-25,H002,1,67.23
2023-09-26,H002,1,68.79
2023-09-27,H002,1,79.75
2023-09-28,H002,1,70.04
2023-09-29,H002,1,59.88
2023-09-30,H002,1,68.97
2023-10-01,H002,1,77.9
2023-10-02,H002,1,48.65
2023-10-03,H002,1,81.72
2023-10-04,H002,1,56.68
2023-10-05,H002,1,72.37
2023-10-06,H002,1,57.43
2023-10-07,H002,1,60.53
2023-10-08,H002,1,74.49
2023-10-09,H002,1,77.68
2023-10-10,H002,1,62.12
2023-10-11,H002,1,64.34
2023-10-12,H002,1,74.85
2023-10-13,H002,1,75.28
2023-10-14,H002,1,71.3
2023-10-15,H002,1,66.49
2023-10-16,H002,1,66.32
2023-10-17,H002,1,63.09
2023-10-18,H002,1,69.19
2023-10-19,H002,1,51.16
2023-10-20,H002,1,68.88
2023-10-21,H002,1,63.56
2023-10-22,H002,1,83.12
2023-10-23,H002,1,57.68
2023-10-24,H002,1,57.96
2023-10-25,H002,1,71.25
2023-10-26,H002,1,66.15
2023-10-27,H002,1,93.38
2023-10-28,H002,1,53.21
2023-10-29,H002,1,74.18
2023-10-30,H002,1,79.88
2023-10-31,H002,1,59.48
2023-11-01,H002,1,55.59
2023-11-02,H002,1,56.16
2023-11-03,H002,1,47.37
2023-11-04,H002,1,89.7
2023-11-05,H002,1,69.67
2023-11-06,H002,1,61.66
2023-11-07,H002,1,41.66
2023-11-08,H002,1,50.06
2023-11-09,H002,1,84.97
2023-11-10,H002,1,71.14
2023-11-11,H002,1,88.39
2023-11-12,H002,1,87.01
2023-11-13,H002,1,55.88
2023-11-14,H002,1,97.17
2023-11-15,H002,1,91.54
2023-11-16,H002,1,61.52
2023-11-17,H002,1,25.6
2023-11-18,H002,1,71.14
2023-11-19,H002,1,78.43
2023-11-20,H002,1,62.03
2023-11-21,H002,1,66.33
2023-11-22,H002,1,59.2
2023-11-23,H002,1,80.35
2023-11-24,H002,1,70.21
2023-11-25,H002,1,87.97
2023-11-26,H002,1,91.39
2023-11-27,H002,1,43.82
2023-11-28,H002,1,60.82
2023-11-29,H002,1,62.74
2023-11-30,H002,1,101.25
2023-12-01,H002,1,72.35
2023-12-02,H002,1,87.55
2023-12-03,H002,1,55.42
2023-12-04,H002,1,72.78
2023-12-05,H002,1,82.98
2023-12-06,H002,1,81.75
2023-12-07,H002,1,79.06
2023-12-08,H002,1,71.92
2023-12-09,H002,1,79.87
2023-12-10,H002,1,59.01
2023-12-11,H002,1,61.49
2023-12-12,H002,1,75.24
2023-12-13,H002,1,64.06
2023-12-14,H002,1,81.1
2023-12-15,H002,1,78.62
2023-12-16,H002,1,96.93
2023-12-17,H002,1,92.23
2023-12-18,H002,1,76.3
2023-12-19,H002,1,82.74
2023-12-20,H002,1,86.01
2023-12-21,H002,1,68.05
2023-12-22,H002,1,70.37
2023-12-23,H002,1,80.8
2023-12-24,H002,1,76.47
2023-12-25,H002,1,87.08
2023-12-26,H002,1,67.55
2023-12-27,H002,1,90.29
2023-12-28,H002,1,71.06
2023-12-29,H002,1,81.32
2023-12-30,H002,1,85.42
2023-12-31,H002,1,71.93
2023-01-01,H003,1,114.97
2023-01-02,H003,1,87.17
2023-01-03,H003,1,76.75
2023-01-04,H003,1,105.9
2023-01-05,H003,1,94.03
2023-01-06,H003,1,72.38
2023-01-07,H003,1,83.11
2023-01-08,H003,1,93.16
2023-01-09,H003,1,90.84
2023-01-10,H003,1,94.91
2023-01-11,H003,1,99.01
2023-01-12,H003,1,94.24
2023-01-13,H003,1,104.09
2023-01-14,H003,1,98.42
2023-01-15,H003,1,87.96
2023-01-16,H003,1,88.37
2023-01-17,H003,1,87.74
2023-01-18,H003,1,57.79
2023-01-19,H003,1,82.15
2023-01-20,H003,1,92.81
2023-01-21,H003,1,93.03
2023-01-22,H003,1,90.54
2023-01-23,H003,1,100.44
2023-01-24,H003,1,78.66
2023-01-25,H003,1,98.35
2023-01-26,H003,1,73.97
2023-01-27,H003,1,123.24
2023-01-28,H003,1,96.7
2023-01-29,H003,1,95.57
2023-01-30,H003,1,104.27
2023-01-31,H003,1,85.67
2023-02-01,H003,1,108.3
2023-02-02,H003,1,95.44
2023-02-03,H003,1,89.7
2023-02-04,H003,1,97.68
2023-02-05,H003,1,115.02
2023-02-06,H003,1,94.29
2023-02-07,H003,1,96.84
2023-02-08,H003,1,98.28
2023-02-09,H003,1,93.51
2023-02-10,H003,1,98.28
2023-02-11,H003,1,99.97
2023-02-12,H003,1,100.92
2023-02-13,H003,1,78.99
2023-02-14,H003,1,96.11
2023-02-15,H003,1,72.02
2023-02-16,H003,1,96.17
2023-02-17,H003,1,89.51
2023-02-18,H003,1,106.79
2023-02-19,H003,1,89.83
2023-02-20,H003,1,67.78
2023-02-21,H003,1,89.1
2023-02-22,H003,1,80.87
2023-02-23,H003,1,72.15
2023-02-24,H003,1,102.83
2023-02-25,H003,1,122.3
2023-02-26,H003,1,93.62
2023-02-27,H003,1,92.99
2023-02-28,H003,1,90.29
2023-03-01,H003,1,86.16
2023-03-02,H003,1,102.12
2023-03-03,H003,1,106.36
2023-03-04,H003,1,93.32
2023-03-05,H003,1,104.37
2023-03-06,H003,1,109.88
2023-03-07,H003,1,102.8
2023-03-08,H003,1,104.66
2023-03-09,H003,1,111.09
2023-03-10,H003,1,110.99
2023-03-11,H003,1,116.62
2023-03-12,H003,1,106.08
2023-03-13,H003,1,90.32
2023-03-14,H003,1,96.2
2023-03-15,H003,1,88.6
2023-03-16,H003,1,71.63
2023-03-17,H003,1,91.75
2023-03-18,H003,1,108.95
2023-03-19,H003,1,97.65
2023-03-20,H003,1,92.91
2023-03-21,H003,1,93.4
2023-03-22,H003,1,111.56
2023-03-23,H003,1,91.0
2023-03-24,H003,1,111.61
2023-03-25,H003,1,72.34
2023-03-26,H003,1,121.09
2023-03-27,H003,1,110.96
2023-03-28,H003,1,106.23
2023-03-29,H003,1,71.27
2023-03-30,H003,1,107.65
2023-03-31,H003,1,94.83
2023-04-01,H003,1,74.62
2023-04-02,H003,1,120.55
2023-04-03,H003,1,112.76
2023-04-04,H003,1,72.57
2023-04-05,H003,1,97.52
2023-04-06,H003,1,112.06
2023-04-07,H003,1,110.15
2023-04-08,H003,1,114.94
2023-04-09,H003,1,73.11
2023-04-10,H003,1,104.08
2023-04-11,H003,1,92.68
2023-04-12,H003,1,107.22
2023-04-13,H003,1,98.31
2023-04-14,H003,1,94.96
2023-04-15,H003,1,112.37
2023-04-16,H003,1,102.57
2023-04-17,H003,1,94.79
2023-04-18,H003,1,88.37
2023-04-19,H003,1,75.72
2023-04-20,H003,1,101.75
2023-04-21,H003,1,85.21
2023-04-22,H003,1,101.9
2023-04-23,H003,1,107.68
2023-04-24,H003,1,69.68
2023-04-25,H003,1,72.3
2023-04-26,H003,1,90.97
2023-04-27,H003,1,99.96
2023-04-28,H003,1,103.36
2023-04-29,H003,1,84.69
2023-04-30,H003,1,111.34
2023-05-01,H003,1,105.38
2023-05-02,H003,1,97.63
2023-05-03,H003,1,100.35
2023-05-04,H003,1,117.65
2023-05-05,H003,1,111.22
2023-05-06,H003,1,119.21
2023-05-07,H003,1,121.41
2023-05-08,H003,1,118.74
2023-05-09,H003,1,106.32
2023-05-10,H003,1,108.02
2023-05-11,H003,1,120.91
2023-05-12,H003,1,103.15
2023-05-13,H003,1,125.12
2023-05-14,H003,1,111.52
2023-05-15,H003,1,101.76
2023-05-16,H003,1,105.37
2023-05-17,H003,1,112.67
2023-05-18,H003,1,120.68
2023-05-19,H003,1,107.37
2023-05-20,H003,1,98.67
2023-05-21,H003,1,124.09
2023-05-22,H003,1,135.22
2023-05-23,H003,1,106.93
